WARN: Client connection error: Connection reset
ETR at step 18 = 56.99999999999999
ETR at step 19 = 57.99999999999999
ETR at step 20 = 57.999999999999986
ETR at step 21 = 57.99999999999999
ETR at step 22 = 57.99999999999999
ETR at step 23 = 57.99999999999999
ETR at step 24 = 58.0
ETR at step 25 = 57.99999999999999
ETR at step 26 = 57.999999999999986
ETR at step 27 = 57.99999999999999
ETR at step 28 = 58.99999999999999
ETR at step 29 = 58.999999999999986
ETR at step 30 = 59.0
ETR at step 31 = 58.0
ETR at step 32 = 58.0
ETR at step 33 = 58.0
ETR at step 34 = 58.00000000000001
ETR at step 35 = 57.999999999999986
ETR at step 36 = 58.0
ETR at step 37 = 57.999999999999986
ETR at step 38 = 57.99999999999999
ETR at step 39 = 57.99999999999999
ETR at step 40 = 58.0
ETR at step 0 = 4.440892098500626E-16
ETR at step 1 = 1.9999999999999973
ETR at step 2 = 4.000000000000001
ETR at step 3 = 5.999999999999999
ETR at step 4 = 10.000000000000004
ETR at step 5 = 15.000000000000007
ETR at step 6 = 20.999999999999996
ETR at step 7 = 25.0
ETR at step 8 = 26.000000000000007
ETR at step 9 = 26.000000000000007
ETR at step 10 = 27.000000000000004
ETR at step 11 = 26.99999999999999
ETR at step 12 = 26.99999999999999
ETR at step 13 = 27.000000000000004
ETR at step 14 = 26.999999999999982
ETR at step 15 = 26.999999999999996
ETR at step 16 = 27.0
ETR at step 17 = 26.00000000000001
ETR at step 18 = 25.999999999999996
ETR at step 19 = 26.0
ETR at step 20 = 25.999999999999996
ETR at step 21 = 26.000000000000007
ETR at step 22 = 26.0
ETR at step 23 = 26.000000000000004
ETR at step 24 = 27.000000000000007
ETR at step 25 = 28.0
ETR at step 26 = 29.000000000000004
ETR at step 27 = 29.0
ETR at step 28 = 29.999999999999996
ETR at step 29 = 29.999999999999996
ETR at step 30 = 30.0
ETR at step 31 = 32.0
ETR at step 32 = 33.99999999999999
ETR at step 33 = 38.0
ETR at step 34 = 43.0
ETR at step 35 = 45.999999999999986
ETR at step 36 = 48.0
ETR at step 37 = 51.0
ETR at step 38 = 54.0
ETR at step 39 = 57.0
ETR at step 40 = 59.99999999999999
ETR at step 0 = 4.440892098500626E-16
ETR at step 1 = 3.0000000000000027
ETR at step 2 = 6.000000000000001
ETR at step 3 = 9.999999999999991
ETR at step 4 = 13.999999999999996
ETR at step 5 = 19.000000000000004
ETR at step 6 = 23.99999999999999
ETR at step 7 = 29.000000000000007
ETR at step 8 = 31.0
ETR at step 9 = 33.00000000000001
ETR at step 10 = 33.00000000000001
ETR at step 11 = 32.99999999999999
ETR at step 12 = 33.0
ETR at step 13 = 33.00000000000001
ETR at step 14 = 32.999999999999986
ETR at step 15 = 32.99999999999999
ETR at step 16 = 33.0
ETR at step 17 = 33.00000000000001
ETR at step 18 = 33.0
ETR at step 19 = 33.0
ETR at step 20 = 32.99999999999999
ETR at step 21 = 33.0
ETR at step 22 = 35.99999999999999
ETR at step 23 = 37.00000000000001
ETR at step 24 = 37.00000000000001
ETR at step 25 = 37.0
ETR at step 26 = 37.0
ETR at step 27 = 37.0
ETR at step 28 = 37.00000000000001
ETR at step 29 = 38.0
ETR at step 30 = 38.00000000000001
ETR at step 31 = 38.0
ETR at step 32 = 38.99999999999999
ETR at step 33 = 39.0
ETR at step 34 = 40.00000000000001
ETR at step 35 = 39.99999999999999
ETR at step 36 = 39.99999999999999
ETR at step 37 = 40.0
ETR at step 38 = 40.0
ETR at step 39 = 39.99999999999999
ETR at step 40 = 39.99999999999999
ETR at step 0 = 4.440892098500626E-16
ETR at step 1 = 3.0000000000000027
ETR at step 2 = 6.0000000000000036
ETR at step 3 = 8.999999999999998
ETR at step 4 = 11.999999999999998
ETR at step 5 = 17.000000000000004
ETR at step 6 = 21.99999999999999
ETR at step 7 = 25.999999999999993
ETR at step 8 = 30.000000000000004
ETR at step 9 = 34.0
ETR at step 10 = 34.00000000000001
ETR at step 11 = 33.999999999999986
ETR at step 12 = 33.99999999999999
ETR at step 13 = 34.0
ETR at step 14 = 34.0
ETR at step 15 = 34.0
ETR at step 16 = 34.0
ETR at step 17 = 34.99999999999999
ETR at step 18 = 34.99999999999999
ETR at step 19 = 36.00000000000001
ETR at step 20 = 35.999999999999986
ETR at step 21 = 36.00000000000001
ETR at step 22 = 36.0
ETR at step 23 = 36.00000000000001
ETR at step 24 = 36.00000000000001
ETR at step 25 = 37.0
ETR at step 26 = 36.99999999999999
ETR at step 27 = 38.0
ETR at step 28 = 38.0
ETR at step 29 = 39.0
ETR at step 30 = 39.0
ETR at step 31 = 39.0
ETR at step 32 = 39.0
ETR at step 33 = 39.0
ETR at step 34 = 39.99999999999999
ETR at step 35 = 39.99999999999999
ETR at step 36 = 39.99999999999999
ETR at step 37 = 40.0
ETR at step 38 = 39.99999999999999
ETR at step 39 = 40.0
ETR at step 40 = 39.99999999999999
ETR at step 0 = 4.440892098500626E-16
ETR at step 1 = 3.0000000000000027
ETR at step 2 = 7.000000000000005
ETR at step 3 = 10.999999999999996
ETR at step 4 = 16.00000000000001
ETR at step 5 = 20.000000000000004
ETR at step 6 = 22.999999999999993
ETR at step 7 = 26.999999999999996
ETR at step 8 = 32.00000000000001
ETR at step 9 = 37.0
ETR at step 10 = 39.0
ETR at step 11 = 41.00000000000001
ETR at step 12 = 41.999999999999986
ETR at step 13 = 42.000000000000014
ETR at step 14 = 42.0
ETR at step 15 = 42.0
ETR at step 16 = 42.0
ETR at step 17 = 41.99999999999999
ETR at step 18 = 42.0
ETR at step 19 = 41.99999999999999
ETR at step 20 = 42.0
ETR at step 21 = 42.0
ETR at step 22 = 42.0
ETR at step 23 = 42.000000000000014
ETR at step 24 = 42.00000000000001
ETR at step 25 = 42.0
ETR at step 26 = 42.0
ETR at step 27 = 41.99999999999999
ETR at step 28 = 42.0
ETR at step 29 = 43.0
ETR at step 30 = 42.99999999999999
ETR at step 31 = 43.0
ETR at step 32 = 44.0
ETR at step 33 = 45.0
ETR at step 34 = 45.0
ETR at step 35 = 44.999999999999986
ETR at step 36 = 45.99999999999999
ETR at step 37 = 46.0
ETR at step 38 = 45.99999999999999
ETR at step 39 = 46.99999999999999
ETR at step 40 = 47.0
ETR at step 0 = 4.440892098500626E-16
ETR at step 1 = 3.0000000000000027
ETR at step 2 = 6.0
ETR at step 3 = 8.999999999999998
ETR at step 4 = 13.0
ETR at step 5 = 17.000000000000004
ETR at step 6 = 21.999999999999996
ETR at step 7 = 25.999999999999993
ETR at step 8 = 31.0
ETR at step 9 = 35.0
ETR at step 10 = 38.00000000000001
ETR at step 11 = 39.999999999999986
ETR at step 12 = 39.99999999999999
ETR at step 13 = 39.99999999999999
ETR at step 14 = 39.99999999999999
ETR at step 15 = 40.0
ETR at step 16 = 40.0
ETR at step 17 = 40.0
ETR at step 18 = 39.99999999999999
ETR at step 19 = 40.00000000000001
ETR at step 20 = 39.99999999999999
ETR at step 21 = 40.0
ETR at step 22 = 40.0
ETR at step 23 = 40.0
ETR at step 24 = 39.00000000000001
ETR at step 25 = 39.0
ETR at step 26 = 38.99999999999999
ETR at step 27 = 39.0
ETR at step 28 = 39.0
ETR at step 29 = 39.00000000000001
ETR at step 30 = 38.99999999999999
ETR at step 31 = 39.0
ETR at step 32 = 39.0
ETR at step 33 = 39.0
ETR at step 34 = 40.0
ETR at step 35 = 40.0
ETR at step 36 = 40.99999999999999
ETR at step 37 = 41.0
ETR at step 38 = 41.0
ETR at step 39 = 42.0
ETR at step 40 = 42.0
ETR at step 0 = 4.440892098500626E-16
ETR at step 1 = 4.000000000000001
ETR at step 2 = 7.000000000000002
ETR at step 3 = 11.999999999999993
ETR at step 4 = 15.999999999999998
ETR at step 5 = 18.000000000000004
ETR at step 6 = 20.999999999999986
ETR at step 7 = 25.999999999999996
ETR at step 8 = 31.000000000000007
ETR at step 9 = 32.0
ETR at step 10 = 32.00000000000001
ETR at step 11 = 31.999999999999993
ETR at step 12 = 31.999999999999986
ETR at step 13 = 32.0
ETR at step 14 = 31.99999999999998
ETR at step 15 = 31.999999999999996
ETR at step 16 = 31.999999999999996
ETR at step 17 = 32.0
ETR at step 18 = 32.99999999999999
ETR at step 19 = 33.00000000000001
ETR at step 20 = 33.999999999999986
ETR at step 21 = 35.00000000000001
ETR at step 22 = 35.0
ETR at step 23 = 35.00000000000001
ETR at step 24 = 35.0
ETR at step 25 = 36.0
ETR at step 26 = 36.0
ETR at step 27 = 36.0
ETR at step 28 = 36.0
ETR at step 29 = 36.0
ETR at step 30 = 36.0
ETR at step 31 = 35.99999999999999
ETR at step 32 = 35.99999999999999
ETR at step 33 = 36.0
ETR at step 34 = 35.0
ETR at step 35 = 34.99999999999999
ETR at step 36 = 34.99999999999999
ETR at step 37 = 34.99999999999999
ETR at step 38 = 36.0
ETR at step 39 = 37.0
ETR at step 40 = 37.00000000000001
ETR at step 0 = 4.440892098500626E-16
ETR at step 1 = 3.0000000000000027
ETR at step 2 = 8.000000000000004
ETR at step 3 = 12.999999999999996
ETR at step 4 = 17.00000000000001
ETR at step 5 = 20.000000000000007
ETR at step 6 = 22.999999999999996
ETR at step 7 = 26.0
ETR at step 8 = 29.000000000000007
ETR at step 9 = 32.0
ETR at step 10 = 35.00000000000001
ETR at step 11 = 38.0
ETR at step 12 = 40.00000000000001
ETR at step 13 = 41.99999999999999
ETR at step 14 = 44.99999999999998
ETR at step 15 = 51.00000000000001
ETR at step 16 = 55.99999999999999
ETR at step 17 = 61.0
ETR at step 18 = 66.0
ETR at step 19 = 71.0
ETR at step 20 = 77.0
ETR at step 21 = 81.0
ETR at step 22 = 82.0
ETR at step 23 = 81.99999999999999
ETR at step 24 = 82.00000000000001
ETR at step 25 = 82.0
ETR at step 26 = 82.99999999999999
ETR at step 27 = 83.0
ETR at step 28 = 82.99999999999999
ETR at step 29 = 84.00000000000001
ETR at step 30 = 83.99999999999997
ETR at step 31 = 84.0
ETR at step 32 = 84.00000000000001
ETR at step 33 = 84.00000000000003
ETR at step 34 = 84.0
ETR at step 35 = 84.99999999999999
ETR at step 36 = 85.0
ETR at step 37 = 84.99999999999999
ETR at step 38 = 85.0
ETR at step 39 = 85.00000000000001
ETR at step 40 = 85.0
ETR at step 0 = 4.440892098500626E-16
ETR at step 1 = 3.0000000000000027
ETR at step 2 = 6.000000000000002
ETR at step 3 = 8.999999999999998
ETR at step 4 = 12.000000000000005
ETR at step 5 = 16.000000000000004
ETR at step 6 = 20.999999999999993
ETR at step 7 = 23.999999999999986
ETR at step 8 = 26.000000000000004
ETR at step 9 = 29.999999999999993
ETR at step 10 = 35.0
ETR at step 11 = 39.999999999999986
ETR at step 12 = 43.99999999999999
ETR at step 13 = 47.0
ETR at step 14 = 49.999999999999986
ETR at step 15 = 52.99999999999999
ETR at step 16 = 57.0
ETR at step 17 = 62.000000000000014
ETR at step 18 = 66.0
ETR at step 19 = 70.0
ETR at step 20 = 72.99999999999999
ETR at step 21 = 75.99999999999999
ETR at step 22 = 79.00000000000003
ETR at step 23 = 83.0
ETR at step 24 = 87.0
ETR at step 25 = 92.00000000000001
ETR at step 26 = 98.0
ETR at step 27 = 102.00000000000001
ETR at step 28 = 105.99999999999999
ETR at step 29 = 108.0
ETR at step 30 = 107.0
ETR at step 31 = 107.0
ETR at step 32 = 106.99999999999999
ETR at step 33 = 107.0
ETR at step 34 = 108.0
ETR at step 35 = 107.99999999999997
ETR at step 36 = 109.0
ETR at step 37 = 109.0
ETR at step 38 = 108.0
ETR at step 39 = 108.0
ETR at step 40 = 108.0
ETR at step 0 = 4.440892098500626E-16
ETR at step 1 = 4.000000000000003
ETR at step 2 = 9.000000000000009
ETR at step 3 = 13.999999999999996
ETR at step 4 = 20.000000000000007
ETR at step 5 = 24.000000000000007
ETR at step 6 = 27.999999999999993
ETR at step 7 = 32.0
ETR at step 8 = 36.00000000000001
ETR at step 9 = 38.99999999999999
ETR at step 10 = 42.00000000000001
ETR at step 11 = 45.00000000000001
ETR at step 12 = 47.999999999999986
ETR at step 13 = 54.00000000000001
ETR at step 14 = 57.99999999999998
ETR at step 15 = 62.0
ETR at step 16 = 65.99999999999999
ETR at step 17 = 71.0
ETR at step 18 = 74.00000000000001
ETR at step 19 = 75.99999999999999
ETR at step 20 = 79.99999999999997
ETR at step 21 = 84.99999999999996
ETR at step 22 = 89.00000000000004
ETR at step 23 = 91.99999999999999
ETR at step 24 = 93.00000000000001
ETR at step 25 = 92.99999999999999
ETR at step 26 = 92.99999999999997
ETR at step 27 = 94.00000000000003
ETR at step 28 = 93.99999999999997
ETR at step 29 = 95.0
ETR at step 30 = 95.0
ETR at step 31 = 96.0
ETR at step 32 = 96.0
ETR at step 33 = 95.99999999999999
ETR at step 34 = 96.0
ETR at step 35 = 95.99999999999999
ETR at step 36 = 96.0
ETR at step 37 = 95.00000000000001
ETR at step 38 = 95.0
ETR at step 39 = 95.0
ETR at step 40 = 95.00000000000001
ETR at step 0 = 4.440892098500626E-16
ETR at step 1 = 1.9999999999999938
ETR at step 2 = 4.000000000000002
ETR at step 3 = 7.000000000000004
ETR at step 4 = 9.000000000000005
ETR at step 5 = 13.000000000000007
ETR at step 6 = 18.000000000000004
ETR at step 7 = 22.000000000000004
ETR at step 8 = 27.000000000000007
ETR at step 9 = 32.0
ETR at step 10 = 36.000000000000014
ETR at step 11 = 39.99999999999999
ETR at step 12 = 43.0
ETR at step 13 = 43.00000000000001
ETR at step 14 = 44.0
ETR at step 15 = 45.0
ETR at step 16 = 45.0
ETR at step 17 = 45.0
ETR at step 18 = 45.0
ETR at step 19 = 46.0
ETR at step 20 = 46.0
ETR at step 21 = 47.0
ETR at step 22 = 46.99999999999999
ETR at step 23 = 47.000000000000014
ETR at step 24 = 47.00000000000001
ETR at step 25 = 48.99999999999999
ETR at step 26 = 50.99999999999998
ETR at step 27 = 54.0
ETR at step 28 = 59.0
ETR at step 29 = 64.0
ETR at step 30 = 70.99999999999999
ETR at step 31 = 74.99999999999999
ETR at step 32 = 79.0
ETR at step 33 = 83.0
ETR at step 34 = 88.0
ETR at step 35 = 92.99999999999999
ETR at step 36 = 98.0
ETR at step 37 = 101.0
ETR at step 38 = 104.0
ETR at step 39 = 107.0
ETR at step 40 = 111.0
ETR at step 0 = 4.440892098500626E-16
ETR at step 1 = 3.0000000000000027
ETR at step 2 = 7.0000000000000036
ETR at step 3 = 11.999999999999995
ETR at step 4 = 16.000000000000007
ETR at step 5 = 20.000000000000007
ETR at step 6 = 24.000000000000004
ETR at step 7 = 27.0
ETR at step 8 = 30.0
ETR at step 9 = 33.99999999999999
ETR at step 10 = 39.0
ETR at step 11 = 44.0
ETR at step 12 = 49.0
ETR at step 13 = 55.0
ETR at step 14 = 59.0
ETR at step 15 = 62.0
ETR at step 16 = 63.99999999999999
ETR at step 17 = 68.0
ETR at step 18 = 72.00000000000001
ETR at step 19 = 74.0
ETR at step 20 = 75.99999999999999
ETR at step 21 = 77.99999999999999
ETR at step 22 = 83.00000000000004
ETR at step 23 = 86.99999999999999
ETR at step 24 = 89.00000000000001
ETR at step 25 = 90.99999999999999
ETR at step 26 = 93.99999999999999
ETR at step 27 = 97.00000000000001
ETR at step 28 = 101.0
ETR at step 29 = 105.0
ETR at step 30 = 107.0
ETR at step 31 = 112.00000000000001
ETR at step 32 = 115.99999999999999
ETR at step 33 = 116.99999999999999
ETR at step 34 = 117.0
ETR at step 35 = 116.99999999999999
ETR at step 36 = 117.0
ETR at step 37 = 117.0
ETR at step 38 = 117.0
ETR at step 39 = 117.00000000000001
ETR at step 40 = 118.0
ETR at step 0 = 4.440892098500626E-16
ETR at step 1 = 3.0000000000000027
ETR at step 2 = 7.0000000000000036
ETR at step 3 = 10.999999999999996
ETR at step 4 = 12.000000000000005
ETR at step 5 = 12.000000000000002
ETR at step 6 = 13.000000000000004
ETR at step 7 = 13.000000000000002
ETR at step 8 = 13.000000000000002
ETR at step 9 = 14.000000000000005
ETR at step 10 = 14.000000000000004
ETR at step 11 = 14.000000000000002
ETR at step 12 = 13.999999999999998
ETR at step 13 = 13.999999999999996
ETR at step 14 = 13.999999999999995
ETR at step 15 = 14.0
ETR at step 16 = 13.999999999999996
ETR at step 17 = 14.000000000000004
ETR at step 18 = 13.999999999999998
ETR at step 19 = 15.000000000000002
ETR at step 20 = 14.999999999999996
ETR at step 21 = 15.0
ETR at step 22 = 15.0
ETR at step 23 = 14.999999999999998
ETR at step 24 = 16.000000000000004
ETR at step 25 = 16.0
ETR at step 26 = 15.999999999999995
ETR at step 27 = 15.999999999999998
ETR at step 28 = 15.999999999999996
ETR at step 29 = 15.999999999999996
ETR at step 30 = 16.0
ETR at step 31 = 17.999999999999996
ETR at step 32 = 18.0
ETR at step 33 = 19.0
ETR at step 34 = 20.0
ETR at step 35 = 22.000000000000004
ETR at step 36 = 22.999999999999996
ETR at step 37 = 25.0
ETR at step 38 = 27.000000000000004
ETR at step 39 = 29.0
ETR at step 40 = 32.0
ETR at step 0 = 4.440892098500626E-16
ETR at step 1 = 1.9999999999999902
ETR at step 2 = 5.000000000000001
ETR at step 3 = 10.999999999999996
ETR at step 4 = 15.000000000000007
ETR at step 5 = 17.000000000000004
ETR at step 6 = 18.999999999999993
ETR at step 7 = 23.0
ETR at step 8 = 27.000000000000004
ETR at step 9 = 31.0
ETR at step 10 = 34.0
ETR at step 11 = 35.999999999999986
ETR at step 12 = 40.0
ETR at step 13 = 43.99999999999999
ETR at step 14 = 47.999999999999986
ETR at step 15 = 51.99999999999999
ETR at step 16 = 57.99999999999999
ETR at step 17 = 62.0
ETR at step 18 = 65.0
ETR at step 19 = 67.0
ETR at step 20 = 68.99999999999999
ETR at step 21 = 71.99999999999999
ETR at step 22 = 75.00000000000007
ETR at step 23 = 79.99999999999999
ETR at step 24 = 84.0
ETR at step 25 = 86.00000000000001
ETR at step 26 = 87.99999999999997
ETR at step 27 = 92.00000000000001
ETR at step 28 = 95.99999999999999
ETR at step 29 = 98.99999999999999
ETR at step 30 = 99.0
ETR at step 31 = 99.0
ETR at step 32 = 100.99999999999999
ETR at step 33 = 101.99999999999999
ETR at step 34 = 102.00000000000001
ETR at step 35 = 101.99999999999999
ETR at step 36 = 101.99999999999999
ETR at step 37 = 101.99999999999999
ETR at step 38 = 101.99999999999999
ETR at step 39 = 102.0
ETR at step 40 = 102.0
ETR at step 0 = 4.440892098500626E-16
ETR at step 1 = 3.0000000000000027
ETR at step 2 = 7.0
ETR at step 3 = 11.999999999999995
ETR at step 4 = 17.0
ETR at step 5 = 20.000000000000007
ETR at step 6 = 20.999999999999996
ETR at step 7 = 21.000000000000007
ETR at step 8 = 21.0
ETR at step 9 = 22.000000000000007
ETR at step 10 = 22.00000000000001
ETR at step 11 = 21.999999999999993
ETR at step 12 = 21.999999999999996
ETR at step 13 = 21.999999999999993
ETR at step 14 = 22.999999999999982
ETR at step 15 = 22.999999999999993
ETR at step 16 = 23.0
ETR at step 17 = 23.0
ETR at step 18 = 22.999999999999996
ETR at step 19 = 23.0
ETR at step 20 = 22.999999999999996
ETR at step 21 = 23.000000000000007
ETR at step 22 = 23.0
ETR at step 23 = 24.0
ETR at step 24 = 24.000000000000004
ETR at step 25 = 24.0
ETR at step 26 = 23.999999999999986
ETR at step 27 = 25.0
ETR at step 28 = 24.999999999999993
ETR at step 29 = 24.0
ETR at step 30 = 24.999999999999996
ETR at step 31 = 25.0
ETR at step 32 = 25.0
ETR at step 33 = 26.0
ETR at step 34 = 26.0
ETR at step 35 = 25.999999999999996
ETR at step 36 = 25.999999999999993
ETR at step 37 = 26.000000000000004
ETR at step 38 = 28.0
ETR at step 39 = 29.000000000000004
ETR at step 40 = 30.0
ETR at step 0 = 4.440892098500626E-16
ETR at step 1 = 3.0000000000000027
ETR at step 2 = 7.0
ETR at step 3 = 10.999999999999995
ETR at step 4 = 15.000000000000004
ETR at step 5 = 20.000000000000007
ETR at step 6 = 25.999999999999993
ETR at step 7 = 31.999999999999996
ETR at step 8 = 36.00000000000001
ETR at step 9 = 38.99999999999999
ETR at step 10 = 43.0
ETR at step 11 = 48.0
ETR at step 12 = 52.999999999999986
ETR at step 13 = 57.0
ETR at step 14 = 61.0
ETR at step 15 = 66.0
ETR at step 16 = 71.0
ETR at step 17 = 75.00000000000003
ETR at step 18 = 79.00000000000001
ETR at step 19 = 83.99999999999999
ETR at step 20 = 89.0
ETR at step 21 = 92.99999999999999
ETR at step 22 = 97.0
ETR at step 23 = 99.00000000000001
ETR at step 24 = 103.0
ETR at step 25 = 106.0
ETR at step 26 = 106.0
ETR at step 27 = 106.00000000000003
ETR at step 28 = 106.0
ETR at step 29 = 106.0
ETR at step 30 = 107.0
ETR at step 31 = 107.0
ETR at step 32 = 107.0
ETR at step 33 = 107.00000000000001
ETR at step 34 = 107.0
ETR at step 35 = 107.0
ETR at step 36 = 107.99999999999997
ETR at step 37 = 107.99999999999999
ETR at step 38 = 107.99999999999999
ETR at step 39 = 108.0
ETR at step 40 = 109.00000000000001
ETR at step 0 = 4.440892098500626E-16
ETR at step 1 = 3.0000000000000027
ETR at step 2 = 7.0
ETR at step 3 = 11.999999999999996
ETR at step 4 = 15.999999999999998
ETR at step 5 = 16.000000000000004
ETR at step 6 = 15.999999999999996
ETR at step 7 = 16.000000000000007
ETR at step 8 = 16.0
ETR at step 9 = 16.000000000000004
ETR at step 10 = 17.00000000000001
ETR at step 11 = 17.999999999999993
ETR at step 12 = 17.999999999999993
ETR at step 13 = 17.999999999999993
ETR at step 14 = 17.999999999999993
ETR at step 15 = 18.0
ETR at step 16 = 17.999999999999993
ETR at step 17 = 18.000000000000007
ETR at step 18 = 17.999999999999996
ETR at step 19 = 16.999999999999996
ETR at step 20 = 17.0
ETR at step 21 = 18.000000000000004
ETR at step 22 = 17.999999999999996
ETR at step 23 = 18.0
ETR at step 24 = 19.000000000000004
ETR at step 25 = 19.0
ETR at step 26 = 19.000000000000004
ETR at step 27 = 19.0
ETR at step 28 = 20.999999999999996
ETR at step 29 = 23.0
ETR at step 30 = 26.0
ETR at step 31 = 28.999999999999996
ETR at step 32 = 32.0
ETR at step 33 = 35.99999999999999
ETR at step 34 = 41.0
ETR at step 35 = 44.99999999999999
ETR at step 36 = 49.0
ETR at step 37 = 53.0
ETR at step 38 = 58.0
ETR at step 39 = 63.99999999999999
ETR at step 40 = 68.0
ETR at step 0 = 4.440892098500626E-16
ETR at step 1 = 3.0000000000000027
ETR at step 2 = 8.000000000000002
ETR at step 3 = 11.999999999999995
ETR at step 4 = 15.000000000000004
ETR at step 5 = 22.000000000000004
ETR at step 6 = 24.999999999999993
ETR at step 7 = 26.000000000000004
ETR at step 8 = 26.000000000000004
ETR at step 9 = 27.000000000000007
ETR at step 10 = 27.000000000000007
ETR at step 11 = 27.0
ETR at step 12 = 26.999999999999986
ETR at step 13 = 26.999999999999996
ETR at step 14 = 26.999999999999986
ETR at step 15 = 26.99999999999999
ETR at step 16 = 26.999999999999996
ETR at step 17 = 27.0
ETR at step 18 = 27.0
ETR at step 19 = 26.999999999999996
ETR at step 20 = 26.999999999999993
ETR at step 21 = 26.999999999999996
ETR at step 22 = 27.0
ETR at step 23 = 27.000000000000004
ETR at step 24 = 27.000000000000004
ETR at step 25 = 27.000000000000004
ETR at step 26 = 26.999999999999993
ETR at step 27 = 27.0
ETR at step 28 = 27.99999999999999
ETR at step 29 = 29.0
ETR at step 30 = 29.0
ETR at step 31 = 29.0
ETR at step 32 = 29.0
ETR at step 33 = 30.000000000000004
ETR at step 34 = 30.0
ETR at step 35 = 29.999999999999993
ETR at step 36 = 30.0
ETR at step 37 = 31.000000000000004
ETR at step 38 = 31.000000000000004
ETR at step 39 = 31.000000000000004
ETR at step 40 = 31.0
ETR at step 0 = 4.440892098500626E-16
ETR at step 1 = 4.000000000000003
ETR at step 2 = 7.000000000000006
ETR at step 3 = 7.999999999999999
ETR at step 4 = 8.000000000000009
ETR at step 5 = 8.000000000000004
ETR at step 6 = 7.999999999999997
ETR at step 7 = 8.000000000000005
ETR at step 8 = 8.0
ETR at step 9 = 8.000000000000007
ETR at step 10 = 8.0
ETR at step 11 = 8.000000000000002
ETR at step 12 = 8.0
ETR at step 13 = 7.9999999999999964
ETR at step 14 = 7.999999999999997
ETR at step 15 = 7.999999999999999
ETR at step 16 = 7.999999999999998
ETR at step 17 = 8.000000000000004
ETR at step 18 = 7.999999999999996
ETR at step 19 = 7.999999999999999
ETR at step 20 = 8.999999999999998
ETR at step 21 = 8.999999999999998
ETR at step 22 = 9.000000000000002
ETR at step 23 = 8.999999999999998
ETR at step 24 = 9.0
ETR at step 25 = 8.0
ETR at step 26 = 8.0
ETR at step 27 = 8.000000000000002
ETR at step 28 = 7.999999999999998
ETR at step 29 = 8.999999999999998
ETR at step 30 = 8.999999999999996
ETR at step 31 = 9.0
ETR at step 32 = 8.999999999999998
ETR at step 33 = 9.0
ETR at step 34 = 9.000000000000002
ETR at step 35 = 9.000000000000002
ETR at step 36 = 8.999999999999998
ETR at step 37 = 9.0
ETR at step 38 = 11.0
ETR at step 39 = 13.0
ETR at step 40 = 18.0
ETR at step 0 = 4.440892098500626E-16
ETR at step 1 = 4.000000000000003
ETR at step 2 = 8.000000000000002
ETR at step 3 = 12.999999999999995
ETR at step 4 = 19.000000000000004
ETR at step 5 = 23.000000000000007
ETR at step 6 = 25.999999999999996
ETR at step 7 = 26.0
ETR at step 8 = 26.000000000000007
ETR at step 9 = 26.000000000000007
ETR at step 10 = 27.000000000000004
ETR at step 11 = 28.0
ETR at step 12 = 28.999999999999982
ETR at step 13 = 29.000000000000007
ETR at step 14 = 29.999999999999982
ETR at step 15 = 31.0
ETR at step 16 = 30.999999999999996
ETR at step 17 = 31.0
ETR at step 18 = 31.0
ETR at step 19 = 31.0
ETR at step 20 = 30.99999999999999
ETR at step 21 = 31.000000000000004
ETR at step 22 = 31.0
ETR at step 23 = 32.00000000000001
ETR at step 24 = 33.0
ETR at step 25 = 33.0
ETR at step 26 = 32.99999999999998
ETR at step 27 = 33.0
ETR at step 28 = 32.999999999999986
ETR at step 29 = 33.0
ETR at step 30 = 33.0
ETR at step 31 = 33.0
ETR at step 32 = 32.99999999999999
ETR at step 33 = 33.0
ETR at step 34 = 33.00000000000001
ETR at step 35 = 32.99999999999999
ETR at step 36 = 32.99999999999999
ETR at step 37 = 34.99999999999999
ETR at step 38 = 36.0
ETR at step 39 = 36.0
ETR at step 40 = 37.0
ETR at step 0 = 4.440892098500626E-16
ETR at step 1 = 3.0000000000000027
ETR at step 2 = 10.000000000000002
ETR at step 3 = 13.999999999999995
ETR at step 4 = 18.000000000000004
ETR at step 5 = 22.000000000000004
ETR at step 6 = 25.999999999999993
ETR at step 7 = 29.999999999999996
ETR at step 8 = 33.00000000000001
ETR at step 9 = 35.99999999999999
ETR at step 10 = 40.00000000000001
ETR at step 11 = 44.99999999999999
ETR at step 12 = 49.99999999999999
ETR at step 13 = 52.999999999999986
ETR at step 14 = 54.99999999999998
ETR at step 15 = 57.0
ETR at step 16 = 61.00000000000001
ETR at step 17 = 64.0
ETR at step 18 = 66.00000000000001
ETR at step 19 = 69.0
ETR at step 20 = 70.99999999999999
ETR at step 21 = 72.99999999999999
ETR at step 22 = 76.0
ETR at step 23 = 80.0
ETR at step 24 = 84.0
ETR at step 25 = 85.0
ETR at step 26 = 85.0
ETR at step 27 = 85.00000000000003
ETR at step 28 = 85.0
ETR at step 29 = 85.0
ETR at step 30 = 85.0
ETR at step 31 = 85.0
ETR at step 32 = 86.0
ETR at step 33 = 86.00000000000001
ETR at step 34 = 86.0
ETR at step 35 = 85.99999999999999
ETR at step 36 = 85.99999999999999
ETR at step 37 = 86.0
ETR at step 38 = 86.0
ETR at step 39 = 86.00000000000001
ETR at step 40 = 86.0
ETR at step 0 = 4.440892098500626E-16
